"id";"ts";"v_ms";"h_m";"A_m3";"Q_m3s"
1148;"2021-08-16 14:17:05.5";4,16829;2,188;16,09848;67,10318
1149;"2021-08-16 14:17:06";4,37161;2,18;16,02848;70,07029
1150;"2021-08-16 14:17:06.5";4,31644;2,175;15,98473;68,99711
1151;"2021-08-16 14:17:07";4,14343;2,17;15,94098;66,05026
1152;"2021-08-16 14:17:07.5";3,97383;2,188;16,09848;63,97263
1153;"2021-08-16 14:17:08";4,04816;2,191;16,12473;65,27548
1154;"2021-08-16 14:17:08.5";4,38908;2,216;16,34348;71,73281
1155;"2021-08-16 14:17:09";4,4854;2,26;16,72848;75,03392
1156;"2021-08-16 14:17:09.5";4,20409;2,328;17,32348;72,82942
1157;"2021-08-16 14:17:10";4,04681;2,272;16,83348;68,12184
1158;"2021-08-16 14:17:10.5";4,1824;2,255;16,68473;69,78229
1159;"2021-08-16 14:17:11";4,2569;2,226;16,43098;69,94509
1160;"2021-08-16 14:17:11.5";4,12798;2,307;17,13973;70,75246
1161;"2021-08-16 14:17:12";4,12548;2,308;17,14848;70,74567
1162;"2021-08-16 14:17:12.5";4,39316;2,161;15,86223;69,68537
1163;"2021-08-16 14:17:13";4,5189;2,107;15,38973;69,54463
1164;"2021-08-16 14:17:13.5";4,34363;2,157;15,82723;68,74768
1165;"2021-08-16 14:17:14";4,10725;2,14;15,67848;64,39544
1166;"2021-08-16 14:17:14.5";3,87572;2,145;15,72223;60,93489
1167;"2021-08-16 14:17:15";3,78154;2,097;15,30223;57,86601
1168;"2021-08-16 14:17:15.5";3,77158;2,097;15,30223;57,71366
1169;"2021-08-16 14:17:16";3,8043;2,097;15,30223;58,21424
1170;"2021-08-16 14:17:16.5";3,85226;2,007;14,51473;55,91447
1171;"2021-08-16 14:17:17";3,8949;2,007;14,51473;56,53349
1172;"2021-08-16 14:17:17.5";3,95823;2,1;15,32848;60,67362
1173;"2021-08-16 14:17:18";4,01458;2,113;15,44223;61,99402
1174;"2021-08-16 14:17:18.5";4,08239;2,098;15,31098;62,50539
1175;"2021-08-16 14:17:19";4,10855;2,064;15,01348;61,68364
1176;"2021-08-16 14:17:19.5";4,09181;2,074;15,10098;61,79028
1177;"2021-08-16 14:17:20";4,05479;2,073;15,09223;61,19576
1178;"2021-08-16 14:17:20.5";4,04052;2,08;15,15348;61,22791
1179;"2021-08-16 14:17:21";4,1517;2,068;15,04848;62,47672
1180;"2021-08-16 14:17:21.5";4,42477;1,894;13,52598;59,84937
1181;"2021-08-16 14:17:22";4,50671;1,876;13,36848;60,24781
1182;"2021-08-16 14:17:22.5";4,33182;1,875;13,35973;57,87191
1183;"2021-08-16 14:17:23";4,2194;1,873;13,34223;56,29625
1184;"2021-08-16 14:17:23.5";4,27743;1,845;13,09723;56,02249
1185;"2021-08-16 14:17:24";4,32464;1,87;13,31598;57,58682
1186;"2021-08-16 14:17:24.5";4,24759;1,807;12,76473;54,21933
1187;"2021-08-16 14:17:25";4,12816;1,817;12,85223;53,05611
1188;"2021-08-16 14:17:25.5";3,97611;1,808;12,77348;50,78874
1189;"2021-08-16 14:17:26";3,89482;1,806;12,75598;49,68223
1190;"2021-08-16 14:17:26.5";3,89903;1,78;12,52848;48,84887
1191;"2021-08-16 14:17:27";4,04014;1,78;12,52848;50,61684
1192;"2021-08-16 14:17:27.5";4,30814;1,779;12,51973;53,93672
1193;"2021-08-16 14:17:28";4,3157;1,795;12,65973;54,6356
1194;"2021-08-16 14:17:28.5";4,03451;1,797;12,67723;51,14644
1195;"2021-08-16 14:17:29";4,04054;1,799;12,69473;51,29355
1196;"2021-08-16 14:17:29.5";4,50173;1,81;12,79098;57,58148
1197;"2021-08-16 14:17:30";4,66267;1,83;12,96598;60,45608
1198;"2021-08-16 14:17:30.5";4,32103;1,615;11,08473;47,89744
1199;"2021-08-16 14:17:31";4,14003;1,555;10,55973;43,7176
1200;"2021-08-16 14:17:31.5";4,34345;1,554;10,55098;45,8276
1201;"2021-08-16 14:17:32";4,45974;1,554;10,55098;47,05463
1202;"2021-08-16 14:17:32.5";4,33339;1,839;13,04473;56,52791
1203;"2021-08-16 14:17:33";4,35607;1,705;11,87223;51,71628
1204;"2021-08-16 14:17:33.5";4,69593;1,671;11,57473;54,35416
1205;"2021-08-16 14:17:34";4,84754;1,672;11,58348;56,15134
1206;"2021-08-16 14:17:34.5";4,63428;1,673;11,59223;53,72163
1207;"2021-08-16 14:17:35";4,335;1,434;9,50098;41,18678
1208;"2021-08-16 14:17:35.5";4,04038;1,795;12,65973;51,15014
1209;"2021-08-16 14:17:36";3,99518;1,77;12,44098;49,70391
1210;"2021-08-16 14:17:36.5";4,1901;1,645;11,34723;47,54604
1211;"2021-08-16 14:17:37";4,37725;1,805;12,74723;55,79786
1212;"2021-08-16 14:17:37.5";4,52264;1,815;12,83473;58,04683
1213;"2021-08-16 14:17:38";4,60557;1,633;11,24223;51,77693
1214;"2021-08-16 14:17:38.5";4,67886;1,631;11,22473;52,51896
1215;"2021-08-16 14:17:39";4,63342;0,983;5,56949;25,80576
1216;"2021-08-16 14:17:39.5";4,43588;1,012;5,815;25,79465
1217;"2021-08-16 14:17:40";4,2996;1,012;5,815;25,00215
1218;"2021-08-16 14:17:40.5";4,28695;1,406;9,25598;39,67991
1219;"2021-08-16 14:17:41";4,43094;1,278;8,13598;36,05008
1220;"2021-08-16 14:17:41.5";4,68348;1,327;8,56473;40,11272
1221;"2021-08-16 14:17:42";4,65385;1,326;8,55598;39,81825
1222;"2021-08-16 14:17:42.5";4,26919;1,29;8,24098;35,18233
1223;"2021-08-16 14:17:43";4,08834;1,235;7,75973;31,7244
1224;"2021-08-16 14:17:43.5";4,25055;1,035;6,01209;25,55466
1225;"2021-08-16 14:17:44";4,42232;1,047;6,11574;27,04578
1226;"2021-08-16 14:17:44.5";4,42414;1,083;6,42973;28,446
1227;"2021-08-16 14:17:45";4,23169;1,083;6,42973;27,20861
1228;"2021-08-16 14:17:45.5";3,87269;1,091;6,49973;25,17142
1229;"2021-08-16 14:17:46";3,7713;1,021;5,89187;22,21998
1230;"2021-08-16 14:17:46.5";4,01049;1,168;7,17348;28,76917
1231;"2021-08-16 14:17:47";4,2804;1,165;7,14723;30,59303
1232;"2021-08-16 14:17:47.5";4,51758;1,02;5,88331;26,57832
1233;"2021-08-16 14:17:48";4,60165;1,024;5,91757;27,23059
1234;"2021-08-16 14:17:48.5";4,60779;1,043;6,08113;28,02055
1235;"2021-08-16 14:17:49";4,60167;1,027;5,9433;27,3491
1236;"2021-08-16 14:17:49.5";4,61058;1,045;6,09843;28,11732
1237;"2021-08-16 14:17:50";4,57085;1,036;6,0207;27,51972
1238;"2021-08-16 14:17:50.5";4,44167;0,983;5,56949;24,73785
1239;"2021-08-16 14:17:51";4,35103;0,99;5,62844;24,48954
1240;"2021-08-16 14:17:51.5";4,32156;0,991;5,63688;24,3601
1241;"2021-08-16 14:17:52";4,37288;1,032;5,98626;26,17723
1242;"2021-08-16 14:17:52.5";4,49046;0,944;5,2447;23,5511
1243;"2021-08-16 14:17:53";4,53824;0,938;5,19528;23,57744
1244;"2021-08-16 14:17:53.5";4,54233;0,783;3,97233;18,04364
1245;"2021-08-16 14:17:54";4,64578;0,743;3,67425;17,06973
1246;"2021-08-16 14:17:54.5";4,89038;0,951;5,30253;25,93138
1247;"2021-08-16 14:17:55";4,89278;0,902;4,90197;23,98423
1248;"2021-08-16 14:17:55.5";4,56692;0,862;4,58253;20,92804
1249;"2021-08-16 14:17:56";4,36838;0,902;4,90197;21,41365
1250;"2021-08-16 14:17:56.5";4,39157;0,904;4,91812;21,59824
1251;"2021-08-16 14:17:57";4,45483;0,939;5,20351;23,18072
1252;"2021-08-16 14:17:57.5";4,44459;0,932;5,14602;22,87196
1253;"2021-08-16 14:17:58";4,40116;0,853;4,51161;19,8563
1254;"2021-08-16 14:17:58.5";4,36479;0,84;4,4098;19,24786
1255;"2021-08-16 14:17:59";4,39542;0,849;4,4802;19,69239
1256;"2021-08-16 14:17:59.5";4,47809;0,863;4,59043;20,55636
1257;"2021-08-16 14:18:00";4,44936;0,865;4,60624;20,49482
1258;"2021-08-16 14:18:00.5";4,2891;0,873;4,66968;20,02873
1259;"2021-08-16 14:18:01";4,27105;0,822;4,27007;18,23767
1260;"2021-08-16 14:18:01.5";4,46072;0,809;4,17006;18,60145
1261;"2021-08-16 14:18:02";4,57104;0,81;4,17772;19,09652
1262;"2021-08-16 14:18:02.5";4,54872;0,755;3,76289;17,11632
1263;"2021-08-16 14:18:03";4,54491;0,757;3,77772;17,16941
1264;"2021-08-16 14:18:03.5";4,62646;0,834;4,36306;20,18551
1265;"2021-08-16 14:18:04";4,63971;0,881;4,7334;21,96159
1266;"2021-08-16 14:18:04.5";4,53287;0,783;3,97233;18,00606
1267;"2021-08-16 14:18:05";4,44643;0,728;3,56441;15,84892
1268;"2021-08-16 14:18:05.5";4,41594;0,732;3,5936;15,8691
1269;"2021-08-16 14:18:06";4,44437;0,712;3,44845;15,32618
1270;"2021-08-16 14:18:06.5";4,50956;0,737;3,63019;16,37055
1271;"2021-08-16 14:18:07";4,53812;0,736;3,62286;16,44095
1272;"2021-08-16 14:18:07.5";4,51636;0,719;3,49903;15,80288
1273;"2021-08-16 14:18:08";4,4719;0,72;3,50628;15,67973
1274;"2021-08-16 14:18:08.5";4,42736;0,728;3,56441;15,78096
1275;"2021-08-16 14:18:09";4,4545;0,741;3,65954;16,30144
1276;"2021-08-16 14:18:09.5";4,544;0,785;3,98743;18,1189
1277;"2021-08-16 14:18:10";4,53225;0,762;3,8149;17,2901
1278;"2021-08-16 14:18:10.5";4,37862;0,798;4,08603;17,89114
1279;"2021-08-16 14:18:11";4,28765;0,784;3,97988;17,06433
1280;"2021-08-16 14:18:11.5";4,30238;0,751;3,73326;16,06193
1281;"2021-08-16 14:18:12";4,35753;0,754;3,75547;16,36458
1282;"2021-08-16 14:18:12.5";4,39739;0,758;3,78515;16,64477
1283;"2021-08-16 14:18:13";4,35245;0,758;3,78515;16,47468
1284;"2021-08-16 14:18:13.5";4,22497;0,758;3,78515;15,99215
1285;"2021-08-16 14:18:14";4,19429;0,739;3,64485;15,28758
1286;"2021-08-16 14:18:14.5";4,27007;0,742;3,66689;15,6579
1287;"2021-08-16 14:18:15";4,27155;0,748;3,7111;15,85214
1288;"2021-08-16 14:18:15.5";4,15612;0,734;3,60822;14,99618
1289;"2021-08-16 14:18:16";4,13207;0,736;3,62286;14,9699
1290;"2021-08-16 14:18:16.5";4,27618;0,746;3,69634;15,80623
1291;"2021-08-16 14:18:17";4,43323;0,756;3,7703;16,71463
1292;"2021-08-16 14:18:17.5";4,56169;0,748;3,7111;16,92886
1293;"2021-08-16 14:18:18";4,53364;0,77;3,87463;17,56618
1294;"2021-08-16 14:18:18.5";4,3503;0,783;3,97233;17,28084
1295;"2021-08-16 14:18:19";4,2239;0,826;4,301;18,16698
1296;"2021-08-16 14:18:19.5";4,16551;0,82;4,25463;17,72274
1297;"2021-08-16 14:18:20";4,13542;0,813;4,20075;17,37187
1298;"2021-08-16 14:18:20.5";4,06075;0,81;4,17772;16,96469
1299;"2021-08-16 14:18:21";3,97997;0,775;3,91212;15,57012
1300;"2021-08-16 14:18:21.5";3,89065;0,742;3,66689;14,26659
1301;"2021-08-16 14:18:22";3,89009;0,74;3,6522;14,20735
1302;"2021-08-16 14:18:22.5";3,971;0,746;3,69634;14,67817
1303;"2021-08-16 14:18:23";3,99924;0,747;3,70372;14,81206
1304;"2021-08-16 14:18:23.5";3,96738;0,745;3,68897;14,63558
1305;"2021-08-16 14:18:24";3,99984;0,737;3,63019;14,52017
1306;"2021-08-16 14:18:24.5";4,1298;0,663;3,10112;12,80702
1307;"2021-08-16 14:18:25";4,15888;0,6156;2,77671;11,54798
1308;"2021-08-16 14:18:25.5";4,03488;0,5706;2,47968;10,0052
1309;"2021-08-16 14:18:26";3,90938;0,5501;2,34803;9,17933
1310;"2021-08-16 14:18:26.5";3,80873;0,5816;2,55127;9,7171
1311;"2021-08-16 14:18:27";3,78822;0,5774;2,52386;9,56093
1312;"2021-08-16 14:18:27.5";3,82254;0,5445;2,31248;8,83953
1313;"2021-08-16 14:18:28";3,86069;0,5737;2,49979;9,65089
1314;"2021-08-16 14:18:28.5";3,91112;0,5653;2,44542;9,56432
1315;"2021-08-16 14:18:29";3,98361;0,5667;2,45445;9,77757
1316;"2021-08-16 14:18:29.5";4,09364;0,5487;2,33913;9,57555
1317;"2021-08-16 14:18:30";4,10532;0,5577;2,39656;9,83866
1318;"2021-08-16 14:18:30.5";4,00519;0,5599;2,41067;9,65521
1319;"2021-08-16 14:18:31";3,93203;0,577;2,52125;9,91363
1320;"2021-08-16 14:18:31.5";3,92408;0,559;2,4049;9,437
1321;"2021-08-16 14:18:32";3,97629;0,5541;2,37353;9,43787
1322;"2021-08-16 14:18:32.5";4,05931;0,5537;2,37098;9,62455
1323;"2021-08-16 14:18:33";4,05599;0,5368;2,26388;9,18227
1324;"2021-08-16 14:18:33.5";3,95558;0,5336;2,24378;8,87546
1325;"2021-08-16 14:18:34";3,90116;0,5249;2,18944;8,54134
1326;"2021-08-16 14:18:34.5";3,90848;0,5343;2,24817;8,78693
1327;"2021-08-16 14:18:35";3,90604;0,537;2,26514;8,84772
1328;"2021-08-16 14:18:35.5";3,849;0,5283;2,21062;8,5087
1329;"2021-08-16 14:18:36";3,78946;0,5248;2,18882;8,29442
1330;"2021-08-16 14:18:36.5";3,71869;0,5281;2,20938;8,21599
1331;"2021-08-16 14:18:37";3,66453;0,5311;2,22812;8,16502
1332;"2021-08-16 14:18:37.5";3,55806;0,5423;2,29856;8,17839
1333;"2021-08-16 14:18:38";3,38536;0,5409;2,28971;7,7515
1334;"2021-08-16 14:18:38.5";3,2097;0,5172;2,1417;6,87422
1335;"2021-08-16 14:18:39";3,45415;0,461;1,80391;6,23099
1336;"2021-08-16 14:18:39.5";4,3069;0,4666;1,83672;7,91057
1337;"2021-08-16 14:18:40";5,00742;0,5128;2,11458;10,5886
1338;"2021-08-16 14:18:40.5";5,51332;0,5267;2,20065;12,13287
1339;"2021-08-16 14:18:41";5,45772;0,5287;2,21312;12,07859
1340;"2021-08-16 14:18:41.5";4,95806;0,5272;2,20376;10,92638
1341;"2021-08-16 14:18:42";4,66349;0,527;2,20252;10,27141
1342;"2021-08-16 14:18:42.5";4,62275;0,5437;2,30741;10,66658
1343;"2021-08-16 14:18:43";4,60177;0,5509;2,35312;10,82853
1344;"2021-08-16 14:18:43.5";4,38774;0,5494;2,34358;10,28301
1345;"2021-08-16 14:18:44";4,10055;0,5425;2,29982;9,43054
1346;"2021-08-16 14:18:44.5";3,73688;0,5406;2,28782;8,54931
1347;"2021-08-16 14:18:45";3,65633;0,5457;2,32008;8,48298
1348;"2021-08-16 14:18:45.5";3,78788;0,5495;2,34421;8,87961
1349;"2021-08-16 14:18:46";3,75825;0,5499;2,34676;8,81971
1350;"2021-08-16 14:18:46.5";3,52332;0,554;2,3729;8,36048
1351;"2021-08-16 14:18:47";3,5713;0,549;2,34103;8,36053
1352;"2021-08-16 14:18:47.5";4,01288;0,5365;2,26199;9,07709
1353;"2021-08-16 14:18:48";4,26498;0,5398;2,28277;9,73597
1354;"2021-08-16 14:18:48.5";4,22918;0,5231;2,17825;9,21221
1355;"2021-08-16 14:18:49";4,07533;0,5031;2,05519;8,37557
1356;"2021-08-16 14:18:49.5";3,9381;0,5053;2,06861;8,14639
1357;"2021-08-16 14:18:50";4,01152;0,4966;2,0157;8,08603
1358;"2021-08-16 14:18:50.5";4,21088;0,4965;2,01509;8,48532
1359;"2021-08-16 14:18:51";4,07675;0,4969;2,01752;8,22491
1360;"2021-08-16 14:18:51.5";3,56504;0,5097;2,09554;7,47068
1361;"2021-08-16 14:18:52";3,43887;0,5429;2,30235;7,91749
1362;"2021-08-16 14:18:52.5";3,7777;0,6237;2,83132;10,69587
1363;"2021-08-16 14:18:53";3,95122;0,71;3,43404;13,56864
1364;"2021-08-16 14:18:53.5";3,86314;0,726;3,54985;13,71358
1365;"2021-08-16 14:18:54";3,8948;0,771;3,88212;15,12009
1366;"2021-08-16 14:18:54.5";4,20122;0,942;5,22821;21,96487
1367;"2021-08-16 14:18:55";4,4081;0,956;5,34397;23,55672
1368;"2021-08-16 14:18:55.5";4,46429;0,974;5,49399;24,52673
1369;"2021-08-16 14:18:56";4,40868;1,636;11,26848;49,67907
1370;"2021-08-16 14:18:56.5";4,29624;1,674;11,60098;49,84055
1371;"2021-08-16 14:18:57";4,22242;1,661;11,48723;48,50393
1372;"2021-08-16 14:18:57.5";4,17195;1,658;11,46098;47,81468
1373;"2021-08-16 14:18:58";4,14854;1,628;11,19848;46,45737
1374;"2021-08-16 14:18:58.5";4,09636;1,632;11,23348;46,01638
1375;"2021-08-16 14:18:59";3,99327;1,644;11,33848;45,27767
1376;"2021-08-16 14:18:59.5";3,7892;1,645;11,34723;42,99693
1377;"2021-08-16 14:19:00";3,63854;1,645;11,34723;41,28738
1378;"2021-08-16 14:19:00.5";3,57145;1,645;11,34723;40,52611
1379;"2021-08-16 14:19:01";3,70881;1,765;12,39723;45,97899
1380;"2021-08-16 14:19:01.5";4,03597;1,948;13,99848;56,49742
1381;"2021-08-16 14:19:02";4,15644;2,036;14,76848;61,38425
1382;"2021-08-16 14:19:02.5";4,07855;2,011;14,54973;59,34186
1383;"2021-08-16 14:19:03";4,06785;2;14,45348;58,79458
1384;"2021-08-16 14:19:03.5";4,15572;2,036;14,76848;61,37369
1385;"2021-08-16 14:19:04";4,06539;2,014;14,57598;59,25706
1386;"2021-08-16 14:19:04.5";3,70151;2,007;14,51473;53,72639
1387;"2021-08-16 14:19:05";3,45458;2,006;14,50598;50,11201
1388;"2021-08-16 14:19:05.5";3,41073;2,069;15,05723;51,35617
1389;"2021-08-16 14:19:06";3,63699;2,006;14,50598;52,75805
1390;"2021-08-16 14:19:06.5";4,07279;2,004;14,48848;59,0085
1391;"2021-08-16 14:19:07";4,19043;2,139;15,66973;65,66288
1392;"2021-08-16 14:19:07.5";4,00641;2,156;15,81848;63,37526
1393;"2021-08-16 14:19:08";3,943;2,157;15,82723;62,40683
1394;"2021-08-16 14:19:08.5";4,02873;2,157;15,82723;63,76369
1395;"2021-08-16 14:19:09";3,89745;2,289;16,98223;66,18735
1396;"2021-08-16 14:19:09.5";3,49873;2,301;17,08723;59,78356
1397;"2021-08-16 14:19:10";3,44765;2,313;17,19223;59,27279
1398;"2021-08-16 14:19:10.5";3,78125;2,405;17,99723;68,0521
1399;"2021-08-16 14:19:11";3,90813;2,373;17,71723;69,24128
1400;"2021-08-16 14:19:11.5";3,67245;2,357;17,57723;64,55151
1401;"2021-08-16 14:19:12";3,38125;2,353;17,54223;59,31471
1402;"2021-08-16 14:19:12.5";3,10432;2,096;15,29348;47,47591
1403;"2021-08-16 14:19:13";3,054;2,127;15,56473;47,53466
1404;"2021-08-16 14:19:13.5";3,17696;2,127;15,56473;49,44854
1405;"2021-08-16 14:19:14";3,27341;2,263;16,75473;54,84503
1406;"2021-08-16 14:19:14.5";3,23781;2,262;16,74598;54,22036
1407;"2021-08-16 14:19:15";3,0207;2,259;16,71973;50,50531
1408;"2021-08-16 14:19:15.5";2,66037;2,258;16,71098;44,45735
1409;"2021-08-16 14:19:16";2,62564;2,252;16,65848;43,73919
1410;"2021-08-16 14:19:16.5";2,97053;2,259;16,71973;49,66652
1411;"2021-08-16 14:19:17";3,28457;2,274;16,85098;55,34825
1412;"2021-08-16 14:19:17.5";3,49926;2,276;16,86848;59,02717
1413;"2021-08-16 14:19:18";3,47185;2,285;16,94723;58,83819
1414;"2021-08-16 14:19:18.5";3,2323;2,28;16,90348;54,63719
1415;"2021-08-16 14:19:19";3,00633;2,279;16,89473;50,7912
1416;"2021-08-16 14:19:19.5";2,85767;2,248;16,62348;47,5044
1417;"2021-08-16 14:19:20";2,9897;2,245;16,59723;49,62071
1418;"2021-08-16 14:19:20.5";3,36077;2,249;16,63223;55,89716
1419;"2021-08-16 14:19:21";3,47972;2,251;16,64973;57,93634
1420;"2021-08-16 14:19:21.5";3,32397;2,246;16,60598;55,19778
1421;"2021-08-16 14:19:22";3,21573;2,252;16,65848;53,56909
1422;"2021-08-16 14:19:22.5";3,26985;2,258;16,71098;54,64245
1423;"2021-08-16 14:19:23";3,42347;2,24;16,55348;56,67028
1424;"2021-08-16 14:19:23.5";3,65107;2,234;16,50098;60,24615
1425;"2021-08-16 14:19:24";3,74132;2,217;16,35223;61,17895
1426;"2021-08-16 14:19:24.5";3,69285;2,177;16,00223;59,09388
1427;"2021-08-16 14:19:25";3,57893;2,187;16,08973;57,58406
1428;"2021-08-16 14:19:25.5";3,40224;2,157;15,82723;53,84799
1429;"2021-08-16 14:19:26";3,27504;2,157;15,82723;51,83487
1430;"2021-08-16 14:19:26.5";3,19311;2,187;16,08973;51,37635
1431;"2021-08-16 14:19:27";3,24813;2,215;16,33473;53,05727
1432;"2021-08-16 14:19:27.5";3,38084;2,217;16,35223;55,28429
1433;"2021-08-16 14:19:28";3,3401;2,217;16,35223;54,61801
1434;"2021-08-16 14:19:28.5";3,198;2,173;15,96723;51,06319
1435;"2021-08-16 14:19:29";3,37135;2,172;15,95848;53,80165
1436;"2021-08-16 14:19:29.5";3,80183;2,162;15,87098;60,33879
1437;"2021-08-16 14:19:30";3,67951;2,154;15,80098;58,13979
1438;"2021-08-16 14:19:30.5";3,05303;2,095;15,28473;46,66469
1439;"2021-08-16 14:19:31";3,06346;2,1;15,32848;46,95821
1440;"2021-08-16 14:19:31.5";3,78038;2,124;15,53848;58,74135
1441;"2021-08-16 14:19:32";4,01157;2,067;15,03973;60,33292
1442;"2021-08-16 14:19:32.5";3,6359;2,062;14,99598;54,52386
1443;"2021-08-16 14:19:33";3,4437;2,029;14,70723;50,64732
1444;"2021-08-16 14:19:33.5";3,59692;1,9;13,57848;48,84076
1445;"2021-08-16 14:19:34";3,71154;1,907;13,63973;50,62443
1446;"2021-08-16 14:19:34.5";3,60008;1,934;13,87598;49,95467
1447;"2021-08-16 14:19:35";3,30532;1,939;13,91973;46,00921
1448;"2021-08-16 14:19:35.5";2,80547;1,96;14,10348;39,56693
1449;"2021-08-16 14:19:36";2,52094;1,79;12,61598;31,80419
1450;"2021-08-16 14:19:36.5";2,49482;1,826;12,93098;32,2605
1451;"2021-08-16 14:19:37";2,80181;1,826;12,93098;36,23013
1452;"2021-08-16 14:19:37.5";3,32583;1,852;13,15848;43,76291
1453;"2021-08-16 14:19:38";3,36422;1,902;13,59598;45,73984
1454;"2021-08-16 14:19:38.5";2,96519;1,856;13,19348;39,12119
1455;"2021-08-16 14:19:39";2,85405;1,856;13,19348;37,65482
1456;"2021-08-16 14:19:39.5";3,12015;1,829;12,95723;40,42849
1457;"2021-08-16 14:19:40";3,26703;1,896;13,54348;44,24699
1458;"2021-08-16 14:19:40.5";3,28535;1,852;13,15848;43,23022
1459;"2021-08-16 14:19:41";3,45192;1,913;13,69223;47,26448
1460;"2021-08-16 14:19:41.5";3,76997;1,938;13,91098;52,44397
1461;"2021-08-16 14:19:42";3,66747;1,95;14,01598;51,40321
1462;"2021-08-16 14:19:42.5";3,07534;2,004;14,48848;44,55697
1463;"2021-08-16 14:19:43";2,69704;1,89;13,49098;36,38574
1464;"2021-08-16 14:19:43.5";2,59283;1,889;13,48223;34,95718
1465;"2021-08-16 14:19:44";2,71134;1,868;13,29848;36,05671
1466;"2021-08-16 14:19:44.5";2,99459;1,861;13,23723;39,64008
1467;"2021-08-16 14:19:45";3,25053;1,631;11,22473;36,48636
1468;"2021-08-16 14:19:45.5";3,47657;1,884;13,43848;46,71977
1469;"2021-08-16 14:19:46";3,44496;1,823;12,90473;44,45622
1470;"2021-08-16 14:19:46.5";3,26392;1,795;12,65973;41,3204
1471;"2021-08-16 14:19:47";3,3235;1,736;12,14348;40,35886
1472;"2021-08-16 14:19:47.5";3,60607;1,847;13,11473;47,2927
1473;"2021-08-16 14:19:48";3,59754;1,509;10,15723;36,54102
1474;"2021-08-16 14:19:48.5";3,3753;1,509;10,15723;34,28366
1475;"2021-08-16 14:19:49";3,55748;1,524;10,28848;36,60102
1476;"2021-08-16 14:19:49.5";4,15492;1,524;10,28848;42,7478
1477;"2021-08-16 14:19:50";4,24309;1,524;10,28848;43,65498
1478;"2021-08-16 14:19:50.5";3,75122;1,47;9,81598;36,82193
1479;"2021-08-16 14:19:51";3,41574;1,469;9,80723;33,49898
1480;"2021-08-16 14:19:51.5";3,3854;1,47;9,81598;33,23099
1481;"2021-08-16 14:19:52";3,5959;1,478;9,88598;35,54904
1482;"2021-08-16 14:19:52.5";3,92681;1,489;9,98223;39,19832
1483;"2021-08-16 14:19:53";3,99071;1,483;9,92973;39,62664
1484;"2021-08-16 14:19:53.5";3,82782;1,482;9,92098;37,97575
1485;"2021-08-16 14:19:54";3,76304;1,491;9,99973;37,62942
1486;"2021-08-16 14:19:54.5";3,9112;1,491;9,99973;39,11093
1487;"2021-08-16 14:19:55";4,15643;1,48;9,90348;41,16314
1488;"2021-08-16 14:19:55.5";4,38867;1,459;9,71973;42,65667
1489;"2021-08-16 14:19:56";4,22727;1,456;9,69348;40,97696
1490;"2021-08-16 14:19:56.5";3,8126;1,433;9,49223;36,19009
1491;"2021-08-16 14:19:57";3,91929;1,474;9,85098;38,60886
1492;"2021-08-16 14:19:57.5";4,59883;1,418;9,36098;43,04956
1493;"2021-08-16 14:19:58";4,95353;1,414;9,32598;46,19648
1494;"2021-08-16 14:19:58.5";4,94237;1,413;9,31723;46,04922
1495;"2021-08-16 14:19:59";4,85069;1,424;9,41348;45,66187
1496;"2021-08-16 14:19:59.5";4,82159;1,432;9,48348;45,72544
1497;"2021-08-16 14:20:00";4,85224;1,4;9,20348;44,65753
1498;"2021-08-16 14:20:00.5";4,9171;1,39;9,11598;44,82422
1499;"2021-08-16 14:20:01";4,9495;1,393;9,14223;45,24943
1500;"2021-08-16 14:20:01.5";4,97913;1,403;9,22973;45,95606
1501;"2021-08-16 14:20:02";5,04606;1,409;9,28223;46,83874
1502;"2021-08-16 14:20:02.5";5,1396;1,382;9,04598;46,49273
1503;"2021-08-16 14:20:03";5,10295;1,379;9,01973;46,02724
1504;"2021-08-16 14:20:03.5";4,91714;1,378;9,01098;44,30823
1505;"2021-08-16 14:20:04";4,77793;1,341;8,68723;41,50698
1506;"2021-08-16 14:20:04.5";4,69292;1,362;8,87098;41,63082
1507;"2021-08-16 14:20:05";4,70093;1,353;8,79223;41,33169
1508;"2021-08-16 14:20:05.5";4,79449;1,349;8,75723;41,98649
1509;"2021-08-16 14:20:06";4,91515;1,341;8,68723;42,69901
1510;"2021-08-16 14:20:06.5";5,06699;1,293;8,26723;41,88995
1511;"2021-08-16 14:20:07";5,11751;1,292;8,25848;42,26283
1512;"2021-08-16 14:20:07.5";5,09324;1,278;8,13598;41,43853
1513;"2021-08-16 14:20:08";5,06726;1,263;8,00473;40,56207
1514;"2021-08-16 14:20:08.5";5,05858;1,255;7,93473;40,13846
1515;"2021-08-16 14:20:09";5,05662;1,249;7,88223;39,85743
1516;"2021-08-16 14:20:09.5";5,06104;1,248;7,87348;39,84797
1517;"2021-08-16 14:20:10";5,08479;1,253;7,91723;40,25743
1518;"2021-08-16 14:20:10.5";5,12605;1,273;8,09223;41,48115
1519;"2021-08-16 14:20:11";5,13248;1,266;8,03098;41,21887
1520;"2021-08-16 14:20:11.5";5,0889;1,211;7,54973;38,41985
1521;"2021-08-16 14:20:12";5,02229;1,217;7,60223;38,18059
1522;"2021-08-16 14:20:12.5";4,94978;1,233;7,74223;38,32232
1523;"2021-08-16 14:20:13";4,9666;1,245;7,84723;38,97405
