"id";"ts";"v_ms";"h_m";"A_m3";"Q_m3s"
384;"2021-08-16 14:10:43.5";3,63087;0,849;4,4802;16,26703
385;"2021-08-16 14:10:44";3,58015;0,857;4,54308;16,26491
386;"2021-08-16 14:10:44.5";3,46779;0,855;4,52734;15,69983
387;"2021-08-16 14:10:45";3,37938;0,866;4,61416;15,59298
388;"2021-08-16 14:10:45.5";3,36156;0,859;4,55885;15,32483
389;"2021-08-16 14:10:46";3,40729;0,852;4,50375;15,3456
390;"2021-08-16 14:10:46.5";3,43352;0,843;4,43323;15,22158
391;"2021-08-16 14:10:47";3,40449;0,841;4,4176;15,03968
392;"2021-08-16 14:10:47.5";3,33295;0,834;4,36306;14,54188
393;"2021-08-16 14:10:48";3,27839;0,84;4,4098;14,45704
394;"2021-08-16 14:10:48.5";3,25452;0,849;4,4802;14,58091
395;"2021-08-16 14:10:49";3,27122;0,833;4,35529;14,24711
396;"2021-08-16 14:10:49.5";3,30371;0,831;4,33975;14,33728
397;"2021-08-16 14:10:50";3,32634;0,817;4,23151;14,07544
398;"2021-08-16 14:10:50.5";3,35129;0,81;4,17772;14,00075
399;"2021-08-16 14:10:51";3,37892;0,805;4,13944;13,98683
400;"2021-08-16 14:10:51.5";3,4469;0,807;4,15474;14,32095
401;"2021-08-16 14:10:52";3,50211;0,81;4,17772;14,63084
402;"2021-08-16 14:10:52.5";3,50432;0,81;4,17772;14,64009
403;"2021-08-16 14:10:53";3,45899;0,811;4,18539;14,47722
404;"2021-08-16 14:10:53.5";3,40994;0,814;4,20843;14,35049
405;"2021-08-16 14:10:54";3,40536;0,823;4,27779;14,56742
406;"2021-08-16 14:10:54.5";3,45257;0,821;4,26235;14,71604
407;"2021-08-16 14:10:55";3,51815;0,819;4,24692;14,94131
408;"2021-08-16 14:10:55.5";3,59892;0,819;4,24692;15,28431
409;"2021-08-16 14:10:56";3,63087;0,8;4,10126;14,89117
410;"2021-08-16 14:10:56.5";3,59623;0,812;4,19307;15,07922
411;"2021-08-16 14:10:57";3,53847;0,804;4,13179;14,62023
412;"2021-08-16 14:10:57.5";3,51324;0,802;4,11652;14,46233
413;"2021-08-16 14:10:58";3,51388;0,796;4,07081;14,30433
414;"2021-08-16 14:10:58.5";3,44193;0,812;4,19307;14,43226
415;"2021-08-16 14:10:59";3,35012;0,784;3,97988;13,33309
416;"2021-08-16 14:10:59.5";3,30674;0,78;3,94972;13,0607
417;"2021-08-16 14:11:00";3,32257;0,717;3,48455;11,57767
418;"2021-08-16 14:11:00.5";3,30542;0,724;3,53531;11,68567
419;"2021-08-16 14:11:01";3,26523;0,717;3,48455;11,37786
420;"2021-08-16 14:11:01.5";3,25653;0,718;3,49179;11,37113
421;"2021-08-16 14:11:02";3,27846;0,725;3,54258;11,6142
422;"2021-08-16 14:11:02.5";3,27996;0,73;3,579;11,73898
423;"2021-08-16 14:11:03";3,26991;0,721;3,51353;11,48891
424;"2021-08-16 14:11:03.5";3,30505;0,721;3,51353;11,61238
425;"2021-08-16 14:11:04";3,34397;0,721;3,51353;11,74911
426;"2021-08-16 14:11:04.5";3,30733;0,733;3,60091;11,90938
427;"2021-08-16 14:11:05";3,21703;0,743;3,67425;11,82015
428;"2021-08-16 14:11:05.5";3,11116;0,758;3,78515;11,77619
429;"2021-08-16 14:11:06";3,08074;0,783;3,97233;12,23773
430;"2021-08-16 14:11:06.5";3,14513;0,782;3,96479;12,46978
431;"2021-08-16 14:11:07";3,23754;0,78;3,94972;12,78735
432;"2021-08-16 14:11:07.5";3,29812;0,784;3,97988;13,12612
433;"2021-08-16 14:11:08";3,29021;0,784;3,97988;13,09463
434;"2021-08-16 14:11:08.5";3,26351;0,776;3,91963;12,79176
435;"2021-08-16 14:11:09";3,26088;0,764;3,82981;12,48856
436;"2021-08-16 14:11:09.5";3,30934;0,749;3,71848;12,30573
437;"2021-08-16 14:11:10";3,36025;0,742;3,66689;12,32167
438;"2021-08-16 14:11:10.5";3,36275;0,742;3,66689;12,33084
439;"2021-08-16 14:11:11";3,31771;0,753;3,74807;12,43499
440;"2021-08-16 14:11:11.5";3,26083;0,734;3,60822;11,76578
441;"2021-08-16 14:11:12";3,25424;0,733;3,60091;11,71821
442;"2021-08-16 14:11:12.5";3,32824;0,748;3,7111;12,35142
443;"2021-08-16 14:11:13";3,38251;0,745;3,68897;12,47798
444;"2021-08-16 14:11:13.5";3,28435;0,739;3,64485;11,97097
445;"2021-08-16 14:11:14";3,13866;0,734;3,60822;11,32497
446;"2021-08-16 14:11:14.5";3,10447;0,724;3,53531;10,97524
447;"2021-08-16 14:11:15";3,18212;0,728;3,56441;11,34238
448;"2021-08-16 14:11:15.5";3,22673;0,733;3,60091;11,61916
449;"2021-08-16 14:11:16";3,20045;0,744;3,68161;11,78279
450;"2021-08-16 14:11:16.5";3,171;0,748;3,7111;11,76791
451;"2021-08-16 14:11:17";3,15733;0,731;3,58629;11,3231
452;"2021-08-16 14:11:17.5";3,11321;0,708;3,41965;10,64608
453;"2021-08-16 14:11:18";3,06921;0,711;3,44124;10,5619
454;"2021-08-16 14:11:18.5";3,0504;0,733;3,60091;10,98421
455;"2021-08-16 14:11:19";3,05767;0,753;3,74807;11,46035
456;"2021-08-16 14:11:19.5";3,04822;0,749;3,71848;11,33475
457;"2021-08-16 14:11:20";3,02218;0,749;3,71848;11,23792
458;"2021-08-16 14:11:20.5";2,98712;0,76;3,80002;11,35111
459;"2021-08-16 14:11:21";2,96266;0,761;3,80746;11,2802
460;"2021-08-16 14:11:21.5";2,93424;0,761;3,80746;11,17201
461;"2021-08-16 14:11:22";2,93934;0,764;3,82981;11,25711
462;"2021-08-16 14:11:22.5";3,02947;0,761;3,80746;11,5346
463;"2021-08-16 14:11:23";3,12022;0,74;3,6522;11,39564
464;"2021-08-16 14:11:23.5";3,13568;0,741;3,65954;11,47515
465;"2021-08-16 14:11:24";3,07542;0,752;3,74066;11,50411
466;"2021-08-16 14:11:24.5";2,99901;0,792;4,04043;12,11729
467;"2021-08-16 14:11:25";2,96095;0,796;4,07081;12,05344
468;"2021-08-16 14:11:25.5";2,9284;0,805;4,13944;12,12191
469;"2021-08-16 14:11:26";2,91087;0,8;4,10126;11,93823
470;"2021-08-16 14:11:26.5";2,89889;0,786;3,99499;11,58103
471;"2021-08-16 14:11:27";2,91029;0,772;3,88961;11,31991
472;"2021-08-16 14:11:27.5";2,97611;0,773;3,89711;11,59823
473;"2021-08-16 14:11:28";3,05634;0,765;3,83727;11,72799
474;"2021-08-16 14:11:28.5";3,15253;0,762;3,8149;12,02661
475;"2021-08-16 14:11:29";3,19939;0,762;3,8149;12,20536
476;"2021-08-16 14:11:29.5";3,20121;0,744;3,68161;11,78559
477;"2021-08-16 14:11:30";3,18448;0,753;3,74807;11,93562
478;"2021-08-16 14:11:30.5";3,20591;0,748;3,7111;11,89745
479;"2021-08-16 14:11:31";3,23416;0,6928;3,31094;10,70811
480;"2021-08-16 14:11:31.5";3,20204;0,6514;3,02066;9,67229
481;"2021-08-16 14:11:32";3,13811;0,6514;3,02066;9,47916
482;"2021-08-16 14:11:32.5";3,08783;0,6881;3,27755;10,12052
483;"2021-08-16 14:11:33";3,08406;0,6684;3,13881;9,6803
484;"2021-08-16 14:11:33.5";3,10003;0,6838;3,2471;10,06612
485;"2021-08-16 14:11:34";3,12265;0,685;3,25559;10,16606
486;"2021-08-16 14:11:34.5";3,16168;0,6856;3,25984;10,30655
487;"2021-08-16 14:11:35";3,16446;0,6813;3,22944;10,21943
488;"2021-08-16 14:11:35.5";3,06986;0,6755;3,18859;9,78852
489;"2021-08-16 14:11:36";2,9915;0,699;3,35514;10,03693
490;"2021-08-16 14:11:36.5";3,06433;0,683;3,24145;9,93286
491;"2021-08-16 14:11:37";3,20481;0,6839;3,24781;10,4086
492;"2021-08-16 14:11:37.5";3,284;0,6978;3,34657;10,99015
493;"2021-08-16 14:11:38";3,28119;0,7028;3,38233;11,09806
494;"2021-08-16 14:11:38.5";3,33584;0,703;3,38376;11,28769
495;"2021-08-16 14:11:39";3,40429;0,707;3,41246;11,61701
496;"2021-08-16 14:11:39.5";3,40872;0,723;3,52804;12,02609
497;"2021-08-16 14:11:40";3,39218;0,725;3,54258;12,01706
498;"2021-08-16 14:11:40.5";3,49275;0,72;3,50628;12,24653
499;"2021-08-16 14:11:41";3,60329;0,721;3,51353;12,66026
500;"2021-08-16 14:11:41.5";3,58115;0,716;3,47732;12,45283
501;"2021-08-16 14:11:42";3,49496;0,716;3,47732;12,15312
502;"2021-08-16 14:11:42.5";3,52758;0,721;3,51353;12,39424
503;"2021-08-16 14:11:43";3,65588;0,721;3,51353;12,84504
504;"2021-08-16 14:11:43.5";3,80295;0,726;3,54985;13,49991
505;"2021-08-16 14:11:44";3,89303;0,733;3,60091;14,01844
506;"2021-08-16 14:11:44.5";4,03;0,736;3,62286;14,60013
507;"2021-08-16 14:11:45";4,14757;0,719;3,49903;14,51247
508;"2021-08-16 14:11:45.5";4,26722;0,7032;3,3852;14,44539
509;"2021-08-16 14:11:46";4,3585;0,711;3,44124;14,99864
510;"2021-08-16 14:11:46.5";4,52878;0,6822;3,2358;14,6542
511;"2021-08-16 14:11:47";4,65358;0,6914;3,30098;15,36137
512;"2021-08-16 14:11:47.5";4,67072;0,7019;3,37589;15,76781
513;"2021-08-16 14:11:48";4,59293;0,715;3,4701;15,93792
514;"2021-08-16 14:11:48.5";4,49704;0,734;3,60822;16,2263
515;"2021-08-16 14:11:49";4,49758;0,732;3,5936;16,16247
516;"2021-08-16 14:11:49.5";4,6606;0,737;3,63019;16,91885
517;"2021-08-16 14:11:50";4,8052;0,74;3,6522;17,54951
518;"2021-08-16 14:11:50.5";4,76663;0,742;3,66689;17,47873
519;"2021-08-16 14:11:51";4,6253;0,749;3,71848;17,1991
520;"2021-08-16 14:11:51.5";4,55816;0,764;3,82981;17,45688
521;"2021-08-16 14:11:52";4,60157;0,755;3,76289;17,31518
522;"2021-08-16 14:11:52.5";4,65864;0,743;3,67425;17,117
523;"2021-08-16 14:11:53";4,68925;0,751;3,73326;17,5062
524;"2021-08-16 14:11:53.5";4,74223;0,749;3,71848;17,63389
525;"2021-08-16 14:11:54";4,79017;0,739;3,64485;17,45947
526;"2021-08-16 14:11:54.5";4,83427;0,712;3,44845;16,67073
527;"2021-08-16 14:11:55";4,86401;0,785;3,98743;19,39489
528;"2021-08-16 14:11:55.5";4,92055;0,811;4,18539;20,59445
529;"2021-08-16 14:11:56";4,9498;0,843;4,43323;21,94361
530;"2021-08-16 14:11:56.5";4,90233;0,856;4,53521;22,23308
531;"2021-08-16 14:11:57";4,8354;0,864;4,59833;22,2348
532;"2021-08-16 14:11:57.5";4,8166;0,884;4,75737;22,91434
533;"2021-08-16 14:11:58";4,85113;0,89;4,80541;23,31166
534;"2021-08-16 14:11:58.5";4,89834;0,899;4,87777;23,89298
535;"2021-08-16 14:11:59";4,9284;0,917;5,02352;24,75791
536;"2021-08-16 14:11:59.5";4,96478;0,935;5,17063;25,67103
537;"2021-08-16 14:12:00";4,96023;0,951;5,30253;26,30181
538;"2021-08-16 14:12:00.5";4,8595;0,987;5,60315;27,22851
539;"2021-08-16 14:12:01";4,78589;0,952;5,31081;25,41694
540;"2021-08-16 14:12:01.5";4,8702;0,963;5,40215;26,30955
541;"2021-08-16 14:12:02";5,01812;0,958;5,36057;26,9
542;"2021-08-16 14:12:02.5";5,11426;0,955;5,33567;27,28803
543;"2021-08-16 14:12:03";5,11148;0,964;5,41048;27,65557
544;"2021-08-16 14:12:03.5";5,09727;0,96;5,37719;27,40901
545;"2021-08-16 14:12:04";5,10466;0,968;5,44383;27,78891
546;"2021-08-16 14:12:04.5";5,14337;0,973;5,48562;28,21454
547;"2021-08-16 14:12:05";5,18565;0,994;5,66221;29,36224
548;"2021-08-16 14:12:05.5";5,22545;1,005;5,75543;30,07469
549;"2021-08-16 14:12:06";5,20877;1,017;5,85766;30,51123
550;"2021-08-16 14:12:06.5";5,08183;1,025;5,92614;30,1156
551;"2021-08-16 14:12:07";4,9738;1,033;5,99487;29,81728
552;"2021-08-16 14:12:07.5";4,98423;1,022;5,90043;29,40909
553;"2021-08-16 14:12:08";5,08338;1,003;5,73844;29,17066
554;"2021-08-16 14:12:08.5";5,19556;1,017;5,85766;30,43382
555;"2021-08-16 14:12:09";5,22667;1,015;5,84058;30,52679
556;"2021-08-16 14:12:09.5";5,17529;1,04;6,05521;31,33746
557;"2021-08-16 14:12:10";5,10503;1,015;5,84058;29,81635
558;"2021-08-16 14:12:10.5";5,06077;1,008;5,78093;29,25599
559;"2021-08-16 14:12:11";5,04221;0,996;5,67913;28,63537
560;"2021-08-16 14:12:11.5";4,96946;1,018;5,86621;29,15188
561;"2021-08-16 14:12:12";4,90713;1,004;5,74693;28,20097
562;"2021-08-16 14:12:12.5";4,91471;1;5,713;28,07774
563;"2021-08-16 14:12:13";4,97994;1,009;5,78944;28,8311
564;"2021-08-16 14:12:13.5";5,07448;1,027;5,9433;30,15914
565;"2021-08-16 14:12:14";5,13226;1,025;5,92614;30,41447
566;"2021-08-16 14:12:14.5";5,16566;1,039;6,04658;31,23457
567;"2021-08-16 14:12:15";5,15197;1,035;6,01209;30,97409
568;"2021-08-16 14:12:15.5";5,07977;1,026;5,93472;30,14701
569;"2021-08-16 14:12:16";4,99939;1,051;6,15042;30,74836
570;"2021-08-16 14:12:16.5";4,9065;1,059;6,21996;30,5182
571;"2021-08-16 14:12:17";4,85379;1,075;6,35973;30,86878
572;"2021-08-16 14:12:17.5";4,81874;1,059;6,21996;29,97238
573;"2021-08-16 14:12:18";4,81836;1,074;6,35098;30,60131
574;"2021-08-16 14:12:18.5";4,84632;1,073;6,34223;30,73647
575;"2021-08-16 14:12:19";4,84607;1,09;6,49098;31,45576
576;"2021-08-16 14:12:19.5";4,7532;1,096;6,54348;31,10248
577;"2021-08-16 14:12:20";4,69947;1,109;6,65723;31,28543
578;"2021-08-16 14:12:20.5";4,8361;1,105;6,62223;32,02579
579;"2021-08-16 14:12:21";5,00479;1,108;6,64848;33,27426
580;"2021-08-16 14:12:21.5";5,04085;1,093;6,51723;32,85238
581;"2021-08-16 14:12:22";4,95824;1,09;6,49098;32,18383
582;"2021-08-16 14:12:22.5";4,87915;1,076;6,36848;31,07276
583;"2021-08-16 14:12:23";4,84455;1,072;6,33348;30,68286
584;"2021-08-16 14:12:23.5";4,78285;1,094;6,52598;31,21276
585;"2021-08-16 14:12:24";4,76754;1,094;6,52598;31,11285
586;"2021-08-16 14:12:24.5";4,88336;1,095;6,53473;31,91144
587;"2021-08-16 14:12:25";4,9875;1,093;6,51723;32,50468
588;"2021-08-16 14:12:25.5";4,93823;1,097;6,55223;32,35644
589;"2021-08-16 14:12:26";4,81666;1,087;6,46473;31,13843
590;"2021-08-16 14:12:26.5";4,74752;1,111;6,67473;31,68844
591;"2021-08-16 14:12:27";4,74844;1,082;6,42098;30,48965
592;"2021-08-16 14:12:27.5";4,72367;1,011;5,80647;27,42787
593;"2021-08-16 14:12:28";4,72485;1,023;5,909;27,91909
594;"2021-08-16 14:12:28.5";4,84978;1,015;5,84058;28,32557
595;"2021-08-16 14:12:29";4,94074;1,004;5,74693;28,39409
596;"2021-08-16 14:12:29.5";4,8398;0,991;5,63688;27,28139
597;"2021-08-16 14:12:30";4,70894;0,991;5,63688;26,5437
598;"2021-08-16 14:12:30.5";4,75967;0,998;5,69605;27,11135
599;"2021-08-16 14:12:31";4,87722;0,998;5,69605;27,7809
600;"2021-08-16 14:12:31.5";4,84755;0,998;5,69605;27,61191
601;"2021-08-16 14:12:32";4,71378;1,023;5,909;27,85368
602;"2021-08-16 14:12:32.5";4,58347;1,019;5,87476;26,92676
603;"2021-08-16 14:12:33";4,58063;1,04;6,05521;27,73666
604;"2021-08-16 14:12:33.5";4,73242;1,019;5,87476;27,80185
605;"2021-08-16 14:12:34";4,86956;1,014;5,83205;28,39954
606;"2021-08-16 14:12:34.5";4,87699;1,025;5,92614;28,9017
607;"2021-08-16 14:12:35";4,78571;1,027;5,9433;28,44292
608;"2021-08-16 14:12:35.5";4,68594;1,007;5,77243;27,04926
609;"2021-08-16 14:12:36";4,63651;1,027;5,9433;27,55614
610;"2021-08-16 14:12:36.5";4,58655;1,039;6,04658;27,73292
611;"2021-08-16 14:12:37";4,5829;1,021;5,89187;27,00183
612;"2021-08-16 14:12:37.5";4,66601;1,008;5,78093;26,9739
613;"2021-08-16 14:12:38";4,73167;0,999;5,70452;26,99191
614;"2021-08-16 14:12:38.5";4,69018;0,992;5,64532;26,47758
615;"2021-08-16 14:12:39";4,62577;1,006;5,76392;26,66257
616;"2021-08-16 14:12:39.5";4,66;1,01;5,79796;27,01848
617;"2021-08-16 14:12:40";4,72688;0,983;5,56949;26,3263
618;"2021-08-16 14:12:40.5";4,71375;0,974;5,49399;25,8973
619;"2021-08-16 14:12:41";4,63795;0,922;5,06425;23,48771
620;"2021-08-16 14:12:41.5";4,53627;0,939;5,20351;23,60449
621;"2021-08-16 14:12:42";4,44903;0,948;5,27772;23,48072
622;"2021-08-16 14:12:42.5";4,30531;0,971;5,46889;23,54526
623;"2021-08-16 14:12:43";4,2389;0,981;5,55268;23,53724
624;"2021-08-16 14:12:43.5";4,32868;0,977;5,51912;23,89046
625;"2021-08-16 14:12:44";4,43002;0,976;5,51074;24,41266
626;"2021-08-16 14:12:44.5";4,38677;0,997;5,68759;24,95014
627;"2021-08-16 14:12:45";4,30695;0,999;5,70452;24,56908
628;"2021-08-16 14:12:45.5";4,36826;0,991;5,63688;24,62334
629;"2021-08-16 14:12:46";4,46883;0,97;5,46053;24,40222
630;"2021-08-16 14:12:46.5";4,4593;0,989;5,62001;25,06129
631;"2021-08-16 14:12:47";4,39742;1;5,713;25,12244
632;"2021-08-16 14:12:47.5";4,40924;0,985;5,58631;24,63141
633;"2021-08-16 14:12:48";4,43836;0,926;5,09691;22,62192
634;"2021-08-16 14:12:48.5";4,36769;0,923;5,07241;22,15472
635;"2021-08-16 14:12:49";4,30892;0,91;4,96668;21,40099
636;"2021-08-16 14:12:49.5";4,39781;0,889;4,79739;21,09804
637;"2021-08-16 14:12:50";4,4836;0,89;4,80541;21,54554
638;"2021-08-16 14:12:50.5";4,3821;0,9;4,88583;21,41022
639;"2021-08-16 14:12:51";4,26213;0,878;4,70947;20,07239
640;"2021-08-16 14:12:51.5";4,33709;0,883;4,74937;20,59847
641;"2021-08-16 14:12:52";4,47214;0,888;4,78938;21,41875
642;"2021-08-16 14:12:52.5";4,47808;0,874;4,67763;20,94684
643;"2021-08-16 14:12:53";4,4239;0,877;4,70151;20,79901
644;"2021-08-16 14:12:53.5";4,48464;0,857;4,54308;20,37408
645;"2021-08-16 14:12:54";4,57041;0,849;4,4802;20,47635
646;"2021-08-16 14:12:54.5";4,55473;0,855;4,52734;20,6208
647;"2021-08-16 14:12:55";4,48945;0,844;4,44105;19,93784
648;"2021-08-16 14:12:55.5";4,46718;0,836;4,37862;19,56008
649;"2021-08-16 14:12:56";4,44458;0,845;4,44887;19,77333
650;"2021-08-16 14:12:56.5";4,2873;0,868;4,63;19,85021
651;"2021-08-16 14:12:57";4,12927;0,873;4,66968;19,28237
652;"2021-08-16 14:12:57.5";4,04041;0,878;4,70947;19,02822
653;"2021-08-16 14:12:58";4,06618;0,863;4,59043;18,66549
654;"2021-08-16 14:12:58.5";4,16875;0,874;4,67763;19,4999
655;"2021-08-16 14:12:59";4,25648;0,871;4,6538;19,80881
656;"2021-08-16 14:12:59.5";4,3169;0,858;4,55096;19,64605
657;"2021-08-16 14:13:00";4,32932;0,838;4,3942;19,02391
658;"2021-08-16 14:13:00.5";4,3338;0,871;4,6538;20,16865
659;"2021-08-16 14:13:01";4,3475;0,857;4,54308;19,75105
660;"2021-08-16 14:13:01.5";4,39361;0,87;4,64586;20,41209
661;"2021-08-16 14:13:02";4,42971;0,857;4,54308;20,12455
662;"2021-08-16 14:13:02.5";4,43428;0,86;4,56674;20,25018
663;"2021-08-16 14:13:03";4,41395;0,867;4,62208;20,40164
664;"2021-08-16 14:13:03.5";4,38916;0,871;4,6538;20,42625
665;"2021-08-16 14:13:04";4,38691;0,871;4,6538;20,4158
666;"2021-08-16 14:13:04.5";4,41612;0,874;4,67763;20,65699
667;"2021-08-16 14:13:05";4,43276;0,873;4,66968;20,6996
668;"2021-08-16 14:13:05.5";4,3891;0,876;4,69355;20,60045
669;"2021-08-16 14:13:06";4,29577;0,848;4,47236;19,21226
670;"2021-08-16 14:13:06.5";4,12737;0,855;4,52734;18,686
671;"2021-08-16 14:13:07";4,05544;0,85;4,48805;18,201
672;"2021-08-16 14:13:07.5";4,17774;0,842;4,42541;18,4882
673;"2021-08-16 14:13:08";4,35558;0,833;4,35529;18,96978
674;"2021-08-16 14:13:08.5";4,49115;0,818;4,23922;19,03895
675;"2021-08-16 14:13:09";4,48353;0,79;4,02526;18,04737
676;"2021-08-16 14:13:09.5";4,3388;0,796;4,07081;17,6624
677;"2021-08-16 14:13:10";4,1983;0,756;3,7703;15,82885
678;"2021-08-16 14:13:10.5";4,1111;0,762;3,8149;15,68345
679;"2021-08-16 14:13:11";4,11529;0,769;3,86715;15,91443
680;"2021-08-16 14:13:11.5";4,17223;0,769;3,86715;16,13466
681;"2021-08-16 14:13:12";4,25123;0,806;4,14708;17,63019
682;"2021-08-16 14:13:12.5";4,38362;0,818;4,23922;18,58312
683;"2021-08-16 14:13:13";4,44036;0,823;4,27779;18,99493
684;"2021-08-16 14:13:13.5";4,35544;0,83;4,33199;18,86774
685;"2021-08-16 14:13:14";4,24401;0,843;4,43323;18,81466
686;"2021-08-16 14:13:14.5";4,19707;0,844;4,44105;18,63939
687;"2021-08-16 14:13:15";4,20582;0,859;4,55885;19,1737
688;"2021-08-16 14:13:15.5";4,1841;0,858;4,55096;19,04169
689;"2021-08-16 14:13:16";4,15883;0,836;4,37862;18,20993
690;"2021-08-16 14:13:16.5";4,17283;0,818;4,23922;17,68953
691;"2021-08-16 14:13:17";4,21887;0,82;4,25463;17,94974
692;"2021-08-16 14:13:17.5";4,2956;0,821;4,26235;18,30935
693;"2021-08-16 14:13:18";4,33788;0,816;4,22381;18,32238
694;"2021-08-16 14:13:18.5";4,33404;0,818;4,23922;18,37292
695;"2021-08-16 14:13:19";4,32668;0,835;4,37084;18,91124
696;"2021-08-16 14:13:19.5";4,37332;0,812;4,19307;18,33761
697;"2021-08-16 14:13:20";4,38555;0,812;4,19307;18,3889
698;"2021-08-16 14:13:20.5";4,25863;0,808;4,16239;17,72611
699;"2021-08-16 14:13:21";4,12338;0,784;3,97988;16,41056
700;"2021-08-16 14:13:21.5";4,06202;0,77;3,87463;15,73883
701;"2021-08-16 14:13:22";4,10484;0,779;3,94219;16,18205
702;"2021-08-16 14:13:22.5";4,22501;0,79;4,02526;17,00675
703;"2021-08-16 14:13:23";4,32747;0,804;4,13179;17,88021
704;"2021-08-16 14:13:23.5";4,41298;0,817;4,23151;18,67358
705;"2021-08-16 14:13:24";4,43766;0,815;4,21612;18,70973
706;"2021-08-16 14:13:24.5";4,42193;0,811;4,18539;18,50754
707;"2021-08-16 14:13:25";4,38117;0,805;4,13944;18,13558
708;"2021-08-16 14:13:25.5";4,30877;0,86;4,56674;19,677
709;"2021-08-16 14:13:26";4,25488;0,848;4,47236;19,02935
710;"2021-08-16 14:13:26.5";4,21684;0,836;4,37862;18,46396
711;"2021-08-16 14:13:27";4,2172;0,838;4,3942;18,53122
712;"2021-08-16 14:13:27.5";4,24972;0,831;4,33975;18,44275
713;"2021-08-16 14:13:28";4,26225;0,846;4,45669;18,99555
714;"2021-08-16 14:13:28.5";4,21979;0,852;4,50375;19,0049
715;"2021-08-16 14:13:29";4,21336;0,832;4,34752;18,31766
716;"2021-08-16 14:13:29.5";4,33946;0,825;4,29326;18,63042
717;"2021-08-16 14:13:30";4,42842;0,81;4,17772;18,50073
718;"2021-08-16 14:13:30.5";4,34293;0,823;4,27779;18,57815
719;"2021-08-16 14:13:31";4,22153;0,808;4,16239;17,57169
720;"2021-08-16 14:13:31.5";4,20308;0,786;3,99499;16,79125
721;"2021-08-16 14:13:32";4,2683;0,783;3,97233;16,95509
722;"2021-08-16 14:13:32.5";4,34487;0,797;4,07842;17,72017
723;"2021-08-16 14:13:33";4,36578;0,801;4,10889;17,9385
724;"2021-08-16 14:13:33.5";4,33153;0,796;4,07081;17,63282
725;"2021-08-16 14:13:34";4,30764;0,787;4,00255;17,24153
726;"2021-08-16 14:13:34.5";4,35296;0,758;3,78515;16,47661
727;"2021-08-16 14:13:35";4,4062;0,772;3,88961;17,13842
728;"2021-08-16 14:13:35.5";4,41225;0,836;4,37862;19,31959
729;"2021-08-16 14:13:36";4,36928;0,818;4,23922;18,52231
730;"2021-08-16 14:13:36.5";4,28671;0,757;3,77772;16,194
731;"2021-08-16 14:13:37";4,23702;0,757;3,77772;16,00629
732;"2021-08-16 14:13:37.5";4,23882;0,75;3,72587;15,79329
733;"2021-08-16 14:13:38";4,28273;0,712;3,44845;14,76877
734;"2021-08-16 14:13:38.5";4,35535;0,709;3,42684;14,9251
735;"2021-08-16 14:13:39";4,37431;0,6923;3,30738;14,4675
736;"2021-08-16 14:13:39.5";4,29632;0,6978;3,34657;14,37795
737;"2021-08-16 14:13:40";4,21671;0,707;3,41246;14,38936
738;"2021-08-16 14:13:40.5";4,19431;0,772;3,88961;16,31424
739;"2021-08-16 14:13:41";4,21199;0,712;3,44845;14,52485
740;"2021-08-16 14:13:41.5";4,2085;0,848;4,47236;18,82194
741;"2021-08-16 14:13:42";4,17224;0,835;4,37084;18,23618
742;"2021-08-16 14:13:42.5";4,09619;0,836;4,37862;17,93569
743;"2021-08-16 14:13:43";4,07171;0,818;4,23922;17,26085
744;"2021-08-16 14:13:43.5";4,15647;0,763;3,82235;15,8875
745;"2021-08-16 14:13:44";4,25354;0,762;3,8149;16,22686
746;"2021-08-16 14:13:44.5";4,30531;0,721;3,51353;15,12682
747;"2021-08-16 14:13:45";4,28657;0,6932;3,31378;14,20477
748;"2021-08-16 14:13:45.5";4,22467;0,711;3,44124;14,53812
749;"2021-08-16 14:13:46";4,20228;0,843;4,43323;18,62968
750;"2021-08-16 14:13:46.5";4,26373;0,825;4,29326;18,30527
751;"2021-08-16 14:13:47";4,30737;0,814;4,20843;18,12727
752;"2021-08-16 14:13:47.5";4,2399;0,817;4,23151;17,94119
753;"2021-08-16 14:13:48";4,13211;0,805;4,13944;17,10461
754;"2021-08-16 14:13:48.5";4,02668;0,809;4,17006;16,79147
755;"2021-08-16 14:13:49";4,0068;0,781;3,95725;15,85591
756;"2021-08-16 14:13:49.5";4,07432;0,78;3,94972;16,09239
757;"2021-08-16 14:13:50";4,12488;0,782;3,96479;16,35427
758;"2021-08-16 14:13:50.5";4,09067;0,767;3,8522;15,75808
759;"2021-08-16 14:13:51";4,06825;0,784;3,97988;16,19113
760;"2021-08-16 14:13:51.5";4,16864;0,782;3,96479;16,52777
761;"2021-08-16 14:13:52";4,25832;0,771;3,88212;16,53133
762;"2021-08-16 14:13:52.5";4,23153;0,761;3,80746;16,11138
763;"2021-08-16 14:13:53";4,13984;0,75;3,72587;15,4245
764;"2021-08-16 14:13:53.5";4,04017;0,75;3,72587;15,05317
765;"2021-08-16 14:13:54";4,0145;0,751;3,73326;14,98717
766;"2021-08-16 14:13:54.5";4,06575;0,745;3,68897;14,99844
767;"2021-08-16 14:13:55";4,11282;0,739;3,64485;14,99062
768;"2021-08-16 14:13:55.5";4,10026;0,74;3,6522;14,97494
769;"2021-08-16 14:13:56";4,0734;0,74;3,6522;14,87686
770;"2021-08-16 14:13:56.5";4,0841;0,744;3,68161;15,03604
771;"2021-08-16 14:13:57";4,0806;0,751;3,73326;15,23394
